table_schema,table_name,privilege_type,grantee
public,user_badges,REFERENCES,anon
public,user_badges,SELECT,anon
public,user_badges,TRIGGER,anon
public,user_badges,TRUNCATE,anon
public,user_badges,UPDATE,anon
public,user_badges,DELETE,authenticated
public,user_badges,INSERT,authenticated
public,user_badges,REFERENCES,authenticated
public,user_badges,SELECT,authenticated
public,user_badges,TRIGGER,authenticated
public,user_badges,TRUNCATE,authenticated
public,user_badges,UPDATE,authenticated
public,user_badges,DELETE,service_role
public,user_badges,INSERT,service_role
public,user_badges,REFERENCES,service_role
public,user_badges,SELECT,service_role
public,user_badges,TRIGGER,service_role
public,user_badges,TRUNCATE,service_role
public,user_badges,UPDATE,service_role
public,user_blocks,REFERENCES,anon
public,user_blocks,SELECT,anon
public,user_blocks,TRIGGER,anon
public,user_blocks,TRUNCATE,anon
public,user_blocks,REFERENCES,authenticated
public,user_blocks,SELECT,authenticated
public,user_blocks,TRIGGER,authenticated
public,user_blocks,TRUNCATE,authenticated
public,user_blocks,DELETE,service_role
public,user_blocks,INSERT,service_role
public,user_blocks,REFERENCES,service_role
public,user_blocks,SELECT,service_role
public,user_blocks,TRIGGER,service_role
public,user_blocks,TRUNCATE,service_role
public,user_blocks,UPDATE,service_role
public,user_contactus,DELETE,anon
public,user_contactus,INSERT,anon
public,user_contactus,REFERENCES,anon
public,user_contactus,SELECT,anon
public,user_contactus,TRIGGER,anon
public,user_contactus,TRUNCATE,anon
public,user_contactus,UPDATE,anon
public,user_contactus,DELETE,authenticated
public,user_contactus,INSERT,authenticated
public,user_contactus,REFERENCES,authenticated
public,user_contactus,SELECT,authenticated
public,user_contactus,TRIGGER,authenticated
public,user_contactus,TRUNCATE,authenticated
public,user_contactus,UPDATE,authenticated
public,user_contactus,DELETE,service_role
public,user_contactus,INSERT,service_role
public,user_contactus,REFERENCES,service_role
public,user_contactus,SELECT,service_role
public,user_contactus,TRIGGER,service_role
public,user_contactus,TRUNCATE,service_role
public,user_contactus,UPDATE,service_role
public,user_events,INSERT,anon
public,user_events,INSERT,authenticated
public,user_events,DELETE,service_role
public,user_events,INSERT,service_role
public,user_events,REFERENCES,service_role
public,user_events,SELECT,service_role
public,user_events,TRIGGER,service_role
public,user_events,TRUNCATE,service_role
public,user_events,UPDATE,service_role
public,user_feedback,DELETE,anon
public,user_feedback,INSERT,anon
public,user_feedback,REFERENCES,anon
public,user_feedback,SELECT,anon
public,user_feedback,TRIGGER,anon
public,user_feedback,TRUNCATE,anon
public,user_feedback,UPDATE,anon
public,user_feedback,DELETE,authenticated
public,user_feedback,INSERT,authenticated
public,user_feedback,REFERENCES,authenticated
public,user_feedback,SELECT,authenticated
public,user_feedback,TRIGGER,authenticated
public,user_feedback,TRUNCATE,authenticated
public,user_feedback,UPDATE,authenticated
public,user_feedback,DELETE,service_role
public,user_feedback,INSERT,service_role
public,user_feedback,REFERENCES,service_role
public,user_feedback,SELECT,service_role
public,user_feedback,TRIGGER,service_role
public,user_feedback,TRUNCATE,service_role
public,user_feedback,UPDATE,service_role
public,user_meta,DELETE,anon
public,user_meta,INSERT,anon
public,user_meta,REFERENCES,anon
public,user_meta,SELECT,anon
public,user_meta,TRIGGER,anon
public,user_meta,TRUNCATE,anon
public,user_meta,UPDATE,anon
public,user_meta,DELETE,authenticated
public,user_meta,INSERT,authenticated
public,user_meta,REFERENCES,authenticated
public,user_meta,SELECT,authenticated
public,user_meta,TRIGGER,authenticated
public,user_meta,TRUNCATE,authenticated
public,user_meta,UPDATE,authenticated
public,user_meta,DELETE,service_role
public,user_meta,INSERT,service_role
public,user_meta,REFERENCES,service_role
public,user_meta,SELECT,service_role
public,user_meta,TRIGGER,service_role
public,user_meta,TRUNCATE,service_role
public,user_meta,UPDATE,service_role
public,user_preferences,DELETE,anon
public,user_preferences,INSERT,anon
public,user_preferences,REFERENCES,anon
public,user_preferences,SELECT,anon
public,user_preferences,TRIGGER,anon
public,user_preferences,TRUNCATE,anon
public,user_preferences,UPDATE,anon
public,user_preferences,DELETE,authenticated
public,user_preferences,INSERT,authenticated
public,user_preferences,REFERENCES,authenticated
public,user_preferences,SELECT,authenticated
public,user_preferences,TRIGGER,authenticated
public,user_preferences,TRUNCATE,authenticated
public,user_preferences,UPDATE,authenticated
public,user_preferences,DELETE,service_role
public,user_preferences,INSERT,service_role
public,user_preferences,REFERENCES,service_role
public,user_preferences,SELECT,service_role
public,user_preferences,TRIGGER,service_role
public,user_preferences,TRUNCATE,service_role
public,user_preferences,UPDATE,service_role
public,user_wing_battle_votes,DELETE,anon
public,user_wing_battle_votes,INSERT,anon
public,user_wing_battle_votes,REFERENCES,anon
public,user_wing_battle_votes,SELECT,anon
public,user_wing_battle_votes,TRIGGER,anon
public,user_wing_battle_votes,TRUNCATE,anon
public,user_wing_battle_votes,UPDATE,anon
public,user_wing_battle_votes,DELETE,authenticated
public,user_wing_battle_votes,INSERT,authenticated
public,user_wing_battle_votes,REFERENCES,authenticated
public,user_wing_battle_votes,SELECT,authenticated
public,user_wing_battle_votes,TRIGGER,authenticated
public,user_wing_battle_votes,TRUNCATE,authenticated
public,user_wing_battle_votes,UPDATE,authenticated
public,user_wing_battle_votes,DELETE,service_role
public,user_wing_battle_votes,INSERT,service_role
public,user_wing_battle_votes,REFERENCES,service_role
public,user_wing_battle_votes,SELECT,service_role
public,user_wing_battle_votes,TRIGGER,service_role
public,user_wing_battle_votes,TRUNCATE,service_role
public,user_wing_battle_votes,UPDATE,service_role
public,user_with_level,DELETE,anon
public,user_with_level,INSERT,anon
public,user_with_level,REFERENCES,anon
public,user_with_level,SELECT,anon
public,user_with_level,TRIGGER,anon
public,user_with_level,TRUNCATE,anon
public,user_with_level,UPDATE,anon
public,user_with_level,DELETE,authenticated
public,user_with_level,INSERT,authenticated
public,user_with_level,REFERENCES,authenticated
public,user_with_level,SELECT,authenticated
public,user_with_level,TRIGGER,authenticated
public,user_with_level,TRUNCATE,authenticated
public,user_with_level,UPDATE,authenticated
public,user_with_level,DELETE,service_role
public,user_with_level,INSERT,service_role
public,user_with_level,REFERENCES,service_role
public,user_with_level,SELECT,service_role
public,user_with_level,TRIGGER,service_role
public,user_with_level,TRUNCATE,service_role
public,user_with_level,UPDATE,service_role
public,users,DELETE,anon
public,users,INSERT,anon
public,users,REFERENCES,anon
public,users,SELECT,anon
public,users,TRIGGER,anon
public,users,TRUNCATE,anon
public,users,UPDATE,anon
public,users,DELETE,authenticated
public,users,INSERT,authenticated
public,users,REFERENCES,authenticated
public,users,SELECT,authenticated
public,users,TRIGGER,authenticated
public,users,TRUNCATE,authenticated
public,users,UPDATE,authenticated
public,users,DELETE,service_role
public,users,INSERT,service_role
public,users,REFERENCES,service_role
public,users,SELECT,service_role
public,users,TRIGGER,service_role
public,users,TRUNCATE,service_role
public,users,UPDATE,service_role
public,users_check_profile,DELETE,anon
public,users_check_profile,INSERT,anon
public,users_check_profile,REFERENCES,anon
public,users_check_profile,SELECT,anon
public,users_check_profile,TRIGGER,anon
public,users_check_profile,TRUNCATE,anon
public,users_check_profile,UPDATE,anon
public,users_check_profile,DELETE,authenticated
public,users_check_profile,INSERT,authenticated
public,users_check_profile,REFERENCES,authenticated
public,users_check_profile,SELECT,authenticated
public,users_check_profile,TRIGGER,authenticated
public,users_check_profile,TRUNCATE,authenticated
public,users_check_profile,UPDATE,authenticated
public,users_check_profile,DELETE,service_role
public,users_check_profile,INSERT,service_role
public,users_check_profile,REFERENCES,service_role
public,users_check_profile,SELECT,service_role
public,users_check_profile,TRIGGER,service_role
public,users_check_profile,TRUNCATE,service_role
public,users_check_profile,UPDATE,service_role
public,users_check_route,DELETE,anon
public,users_check_route,INSERT,anon
public,users_check_route,REFERENCES,anon
public,users_check_route,SELECT,anon
public,users_check_route,TRIGGER,anon
public,users_check_route,TRUNCATE,anon
public,users_check_route,UPDATE,anon
public,users_check_route,DELETE,authenticated
public,users_check_route,INSERT,authenticated
public,users_check_route,REFERENCES,authenticated
public,users_check_route,SELECT,authenticated
public,users_check_route,TRIGGER,authenticated
public,users_check_route,TRUNCATE,authenticated
public,users_check_route,UPDATE,authenticated
public,users_check_route,DELETE,service_role
public,users_check_route,INSERT,service_role
public,users_check_route,REFERENCES,service_role
public,users_check_route,SELECT,service_role
public,users_check_route,TRIGGER,service_role
public,users_check_route,TRUNCATE,service_role
public,users_check_route,UPDATE,service_role
public,v_badges_for_user,DELETE,anon
public,v_badges_for_user,INSERT,anon
public,v_badges_for_user,REFERENCES,anon
public,v_badges_for_user,SELECT,anon
public,v_badges_for_user,TRIGGER,anon
public,v_badges_for_user,TRUNCATE,anon
public,v_badges_for_user,UPDATE,anon
public,v_badges_for_user,DELETE,authenticated
public,v_badges_for_user,INSERT,authenticated
public,v_badges_for_user,REFERENCES,authenticated
public,v_badges_for_user,SELECT,authenticated
public,v_badges_for_user,TRIGGER,authenticated
public,v_badges_for_user,TRUNCATE,authenticated
public,v_badges_for_user,UPDATE,authenticated
public,v_badges_for_user,DELETE,service_role
public,v_badges_for_user,INSERT,service_role
public,v_badges_for_user,REFERENCES,service_role
public,v_badges_for_user,SELECT,service_role
public,v_badges_for_user,TRIGGER,service_role
public,v_badges_for_user,TRUNCATE,service_role
public,v_badges_for_user,UPDATE,service_role
public,v_social_feed,DELETE,anon
public,v_social_feed,INSERT,anon
public,v_social_feed,REFERENCES,anon
public,v_social_feed,SELECT,anon
public,v_social_feed,TRIGGER,anon
public,v_social_feed,TRUNCATE,anon
public,v_social_feed,UPDATE,anon
public,v_social_feed,DELETE,authenticated
public,v_social_feed,INSERT,authenticated
public,v_social_feed,REFERENCES,authenticated
public,v_social_feed,SELECT,authenticated
public,v_social_feed,TRIGGER,authenticated
public,v_social_feed,TRUNCATE,authenticated
public,v_social_feed,UPDATE,authenticated
public,v_social_feed,DELETE,service_role
public,v_social_feed,INSERT,service_role
public,v_social_feed,REFERENCES,service_role
public,v_social_feed,SELECT,service_role
public,v_social_feed,TRIGGER,service_role
public,v_social_feed,TRUNCATE,service_role
public,v_social_feed,UPDATE,service_role
public,wing_battle_options,DELETE,anon
public,wing_battle_options,INSERT,anon
public,wing_battle_options,REFERENCES,anon
public,wing_battle_options,SELECT,anon
public,wing_battle_options,TRIGGER,anon
public,wing_battle_options,TRUNCATE,anon
public,wing_battle_options,UPDATE,anon
public,wing_battle_options,DELETE,authenticated
public,wing_battle_options,INSERT,authenticated
public,wing_battle_options,REFERENCES,authenticated
public,wing_battle_options,SELECT,authenticated
public,wing_battle_options,TRIGGER,authenticated
public,wing_battle_options,TRUNCATE,authenticated
public,wing_battle_options,UPDATE,authenticated
public,wing_battle_options,DELETE,service_role
public,wing_battle_options,INSERT,service_role
public,wing_battle_options,REFERENCES,service_role
public,wing_battle_options,SELECT,service_role
public,wing_battle_options,TRIGGER,service_role
public,wing_battle_options,TRUNCATE,service_role
public,wing_battle_options,UPDATE,service_role
public,wing_battle_options_active,DELETE,anon
public,wing_battle_options_active,INSERT,anon
public,wing_battle_options_active,REFERENCES,anon
public,wing_battle_options_active,SELECT,anon
public,wing_battle_options_active,TRIGGER,anon
public,wing_battle_options_active,TRUNCATE,anon
public,wing_battle_options_active,UPDATE,anon
public,wing_battle_options_active,DELETE,authenticated
public,wing_battle_options_active,INSERT,authenticated
public,wing_battle_options_active,REFERENCES,authenticated
public,wing_battle_options_active,SELECT,authenticated
public,wing_battle_options_active,TRIGGER,authenticated
public,wing_battle_options_active,TRUNCATE,authenticated
public,wing_battle_options_active,UPDATE,authenticated
public,wing_battle_options_active,DELETE,service_role
public,wing_battle_options_active,INSERT,service_role
public,wing_battle_options_active,REFERENCES,service_role
public,wing_battle_options_active,SELECT,service_role
public,wing_battle_options_active,TRIGGER,service_role
public,wing_battle_options_active,TRUNCATE,service_role
public,wing_battle_options_active,UPDATE,service_role
public,wingman_intake_logs,DELETE,anon
public,wingman_intake_logs,INSERT,anon
public,wingman_intake_logs,REFERENCES,anon
public,wingman_intake_logs,SELECT,anon
public,wingman_intake_logs,TRIGGER,anon
public,wingman_intake_logs,TRUNCATE,anon
public,wingman_intake_logs,UPDATE,anon
public,wingman_intake_logs,DELETE,authenticated
public,wingman_intake_logs,INSERT,authenticated
public,wingman_intake_logs,REFERENCES,authenticated
public,wingman_intake_logs,SELECT,authenticated
public,wingman_intake_logs,TRIGGER,authenticated
public,wingman_intake_logs,TRUNCATE,authenticated
public,wingman_intake_logs,UPDATE,authenticated
public,wingman_intake_logs,DELETE,service_role
public,wingman_intake_logs,INSERT,service_role
public,wingman_intake_logs,REFERENCES,service_role
public,wingman_intake_logs,SELECT,service_role
public,wingman_intake_logs,TRIGGER,service_role
public,wingman_intake_logs,TRUNCATE,service_role
public,wingman_intake_logs,UPDATE,service_role
public,xp_ledger,SELECT,authenticated
public,xp_ledger,DELETE,service_role
public,xp_ledger,INSERT,service_role
public,xp_ledger,REFERENCES,service_role
public,xp_ledger,SELECT,service_role
public,xp_ledger,TRIGGER,service_role
public,xp_ledger,TRUNCATE,service_role
public,xp_ledger,UPDATE,service_role
