table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
public,destinations,5,lng,numeric,YES,null
public,destinations,6,city,text,YES,null
public,destinations,7,created_by,uuid,YES,null
public,destinations,8,created_at,timestamp with time zone,NO,now()
public,destinations,10,state_id,integer,YES,null
public,friend_invite_codes,1,user_id,uuid,NO,null
public,friend_invite_codes,2,code,uuid,NO,gen_random_uuid()
public,friend_invite_codes,3,created_at,timestamp with time zone,NO,now()
public,friend_invite_codes,4,rotated_at,timestamp with time zone,NO,now()
public,friendships,1,id,uuid,NO,gen_random_uuid()
public,friendships,2,requester_id,uuid,NO,null
public,friendships,3,addressee_id,uuid,NO,null
public,friendships,4,status,text,NO,'pending'::text
public,friendships,5,created_at,timestamp with time zone,NO,now()
public,friendships,6,responded_at,timestamp with time zone,YES,null
public,friendships,7,updated_at,timestamp with time zone,NO,now()
public,fun_facts,1,id,uuid,NO,gen_random_uuid()
public,fun_facts,2,text,text,NO,null
public,fun_facts,3,source,text,YES,null
public,fun_facts,4,is_active,boolean,NO,true
public,fun_facts,5,created_at,timestamp with time zone,NO,now()
public,jalapeno_content_candidates,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_content_candidates,2,run_id,uuid,NO,null
public,jalapeno_content_candidates,3,candidate_id,text,NO,null
public,jalapeno_content_candidates,4,content_type,text,NO,null
public,jalapeno_content_candidates,5,reason_chosen,text,YES,null
public,jalapeno_content_candidates,6,working_title,text,YES,null
public,jalapeno_content_candidates,7,short_summary,text,YES,null
public,jalapeno_content_candidates,8,target_emotion,text,YES,null
public,jalapeno_content_candidates,9,suggested_cta,text,YES,null
public,jalapeno_content_candidates,10,suggested_image_concept,text,YES,null
public,jalapeno_content_candidates,11,suggested_caption_angle,text,YES,null
public,jalapeno_content_candidates,12,primary_theme,text,YES,null
public,jalapeno_content_candidates,13,secondary_theme,text,YES,null
public,jalapeno_content_candidates,14,mood,text,YES,null
public,jalapeno_content_candidates,15,hook_style,text,YES,null
public,jalapeno_content_candidates,16,cta_category,text,YES,null
public,jalapeno_content_candidates,17,restaurants_mentioned,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,18,cities_mentioned,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,19,states_mentioned,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,20,food_categories,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,21,holiday_references,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,22,sports_references,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,23,current_event_references,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,24,source_signals,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_candidates,25,visual_style,text,YES,null
public,jalapeno_content_candidates,26,image_composition,text,YES,null
public,jalapeno_content_candidates,27,duplicate_score,numeric,YES,null
public,jalapeno_content_candidates,28,overall_score,numeric,YES,null
public,jalapeno_content_candidates,29,rejected,boolean,NO,false
public,jalapeno_content_candidates,30,rejection_reason,text,YES,null
public,jalapeno_content_candidates,31,score_breakdown,jsonb,NO,'{}'::jsonb
public,jalapeno_content_candidates,32,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_content_candidates,33,created_at,timestamp with time zone,NO,now()
public,jalapeno_content_candidates,34,updated_at,timestamp with time zone,NO,now()
public,jalapeno_content_decisions,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_content_decisions,2,run_id,uuid,NO,null
public,jalapeno_content_decisions,3,winner_candidate_id,text,YES,null
public,jalapeno_content_decisions,4,runner_up_candidate_id,text,YES,null
public,jalapeno_content_decisions,5,decision_summary,jsonb,NO,'{}'::jsonb
public,jalapeno_content_decisions,6,winner_reasoning,jsonb,NO,'[]'::jsonb
public,jalapeno_content_decisions,7,model_name,text,YES,null
public,jalapeno_content_decisions,8,token_usage,jsonb,NO,'{}'::jsonb
public,jalapeno_content_decisions,9,cost_estimate,numeric,YES,null
public,jalapeno_content_decisions,10,platform,text,NO,'instagram'::text
public,jalapeno_content_decisions,11,created_at,timestamp with time zone,NO,now()
public,jalapeno_content_decisions,12,updated_at,timestamp with time zone,NO,now()
public,jalapeno_content_decisions,13,image_asset_id,uuid,YES,null
public,jalapeno_content_decisions,14,image_public_url,text,YES,null
public,jalapeno_content_decisions,15,image_storage_path,text,YES,null
public,jalapeno_content_decisions,16,image_uploaded_at,timestamp with time zone,YES,null
public,jalapeno_content_memory,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_content_memory,2,post_id,text,NO,null
public,jalapeno_content_memory,3,run_id,uuid,YES,null
public,jalapeno_content_memory,4,timestamp,timestamp with time zone,NO,now()
public,jalapeno_content_memory,5,platform,text,NO,'instagram'::text
public,jalapeno_content_memory,6,post_type,text,YES,null
public,jalapeno_content_memory,7,primary_theme,text,YES,null
public,jalapeno_content_memory,8,secondary_theme,text,YES,null
public,jalapeno_content_memory,9,mood,text,YES,null
public,jalapeno_content_memory,10,target_emotion,text,YES,null
public,jalapeno_content_memory,11,restaurants_mentioned,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,12,cities_mentioned,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,13,states_mentioned,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,14,food_categories,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,15,holiday_references,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,16,sports_references,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,17,current_event_references,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,18,hook_style,text,YES,null
public,jalapeno_content_memory,19,cta_category,text,YES,null
public,jalapeno_content_memory,20,specific_cta,text,YES,null
public,jalapeno_content_memory,21,hashtags,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,22,dominant_image_colors,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_content_memory,23,image_style,text,YES,null
public,jalapeno_content_memory,24,image_composition,text,YES,null
public,jalapeno_content_memory,25,caption_length,integer,YES,null
public,jalapeno_content_memory,26,emoji_count,integer,YES,null
public,jalapeno_content_memory,27,question_included,boolean,YES,null
public,jalapeno_content_memory,28,carousel,boolean,YES,null
public,jalapeno_content_memory,29,publishing_time,text,YES,null
public,jalapeno_content_memory,30,likes,integer,YES,null
public,jalapeno_content_memory,31,comments,integer,YES,null
public,jalapeno_content_memory,32,shares,integer,YES,null
public,jalapeno_content_memory,33,saves,integer,YES,null
public,jalapeno_content_memory,34,reach,integer,YES,null
public,jalapeno_content_memory,35,impressions,integer,YES,null
public,jalapeno_content_memory,36,engagement_rate,numeric,YES,null
public,jalapeno_content_memory,37,follower_growth,integer,YES,null
public,jalapeno_content_memory,38,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_content_memory,39,created_at,timestamp with time zone,NO,now()
public,jalapeno_content_memory,40,updated_at,timestamp with time zone,NO,now()
public,jalapeno_content_performance,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_content_performance,2,post_id,text,NO,null
public,jalapeno_content_performance,3,run_id,uuid,YES,null
public,jalapeno_content_performance,4,platform,text,NO,'instagram'::text
public,jalapeno_content_performance,5,likes,integer,YES,null
public,jalapeno_content_performance,6,comments,integer,YES,null
public,jalapeno_content_performance,7,shares,integer,YES,null
public,jalapeno_content_performance,8,saves,integer,YES,null
public,jalapeno_content_performance,9,reach,integer,YES,null
public,jalapeno_content_performance,10,impressions,integer,YES,null
public,jalapeno_content_performance,11,engagement_rate,numeric,YES,null
public,jalapeno_content_performance,12,follower_growth,integer,YES,null
public,jalapeno_content_performance,13,raw_metrics,jsonb,NO,'{}'::jsonb
public,jalapeno_content_performance,14,captured_at,timestamp with time zone,NO,now()
public,jalapeno_content_performance,15,created_at,timestamp with time zone,NO,now()
public,jalapeno_errors,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_errors,2,run_id,uuid,YES,null
public,jalapeno_errors,3,post_id,uuid,YES,null
public,jalapeno_errors,4,candidate_id,uuid,YES,null
public,jalapeno_errors,5,stage,text,NO,null
public,jalapeno_errors,6,error_type,text,YES,null
public,jalapeno_errors,7,message,text,NO,null
public,jalapeno_errors,8,stack_trace,text,YES,null
public,jalapeno_errors,9,raw_payload,jsonb,NO,'{}'::jsonb
public,jalapeno_errors,10,is_retryable,boolean,NO,false
public,jalapeno_errors,11,retry_count,integer,NO,0
public,jalapeno_errors,12,resolved,boolean,NO,false
public,jalapeno_errors,13,resolved_at,timestamp with time zone,YES,null
public,jalapeno_errors,14,created_at,timestamp with time zone,NO,now()
public,jalapeno_image_assets,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_image_assets,2,run_id,uuid,NO,null
public,jalapeno_image_assets,3,candidate_id,text,NO,null
public,jalapeno_image_assets,4,post_id,uuid,YES,null
public,jalapeno_image_assets,5,local_temp_path,text,NO,null
public,jalapeno_image_assets,6,storage_bucket,text,YES,null
public,jalapeno_image_assets,7,storage_path,text,YES,null
public,jalapeno_image_assets,8,public_url,text,YES,null
public,jalapeno_image_assets,9,image_type,text,NO,null
public,jalapeno_image_assets,10,content_type,text,NO,null
public,jalapeno_image_assets,11,width,integer,NO,null
public,jalapeno_image_assets,12,height,integer,NO,null
public,jalapeno_image_assets,13,aspect_ratio,numeric,NO,null
public,jalapeno_image_assets,14,file_size_bytes,bigint,NO,null
public,jalapeno_image_assets,15,format,text,NO,null
public,jalapeno_image_assets,16,branding_applied,boolean,NO,false
public,jalapeno_image_assets,17,meme_format_applied,boolean,NO,false
public,jalapeno_image_assets,18,validation_status,text,NO,null
public,jalapeno_image_assets,19,uploaded_at,timestamp with time zone,YES,null
public,jalapeno_image_assets,20,cleanup_status,text,NO,'pending'::text
public,jalapeno_image_assets,21,created_at,timestamp with time zone,NO,now()
public,jalapeno_image_assets,22,updated_at,timestamp with time zone,NO,now()
public,jalapeno_image_assets,23,image_prompt,text,YES,null
public,jalapeno_image_assets,24,image_source,text,NO,'unknown'::text
public,jalapeno_image_assets,25,prompt_quality,integer,NO,0
public,jalapeno_image_assets,26,validation_reason,text,YES,null
public,jalapeno_image_assets,27,prompt_version,text,YES,null
public,jalapeno_image_assets,28,generation_time_ms,integer,YES,null
public,jalapeno_image_assets,29,image_model,text,YES,null
public,jalapeno_image_assets,30,metadata,jsonb,YES,null
public,jalapeno_image_assets,31,quality_score,integer,YES,null
public,jalapeno_instagram_posts,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_instagram_posts,2,run_id,uuid,NO,null
public,jalapeno_instagram_posts,3,candidate_id,text,NO,null
public,jalapeno_instagram_posts,4,post_id,uuid,YES,null
public,jalapeno_instagram_posts,5,image_asset_id,uuid,YES,null
public,jalapeno_instagram_posts,6,container_id,text,YES,null
public,jalapeno_instagram_posts,7,container_status,text,YES,null
public,jalapeno_instagram_posts,8,container_created_at,timestamp with time zone,YES,null
public,jalapeno_instagram_posts,9,request_payload_safe,jsonb,NO,'{}'::jsonb
public,jalapeno_instagram_posts,10,response_payload,jsonb,NO,'{}'::jsonb
public,jalapeno_instagram_posts,11,published_media_id,text,YES,null
public,jalapeno_instagram_posts,12,permalink,text,YES,null
public,jalapeno_instagram_posts,13,caption,text,YES,null
public,jalapeno_instagram_posts,14,hashtags,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_instagram_posts,15,alt_text,text,YES,null
public,jalapeno_instagram_posts,16,image_url,text,YES,null
public,jalapeno_instagram_posts,17,content_type,text,NO,null
public,jalapeno_instagram_posts,18,scheduled_post_type,text,YES,null
public,jalapeno_instagram_posts,19,scheduled_for,timestamp with time zone,YES,null
public,jalapeno_instagram_posts,20,published_at,timestamp with time zone,YES,null
public,jalapeno_instagram_posts,21,status,text,NO,'pending'::text
public,jalapeno_instagram_posts,22,failure_stage,text,YES,null
public,jalapeno_instagram_posts,23,failure_reason,text,YES,null
public,jalapeno_instagram_posts,24,error_code,text,YES,null
public,jalapeno_instagram_posts,25,error_message,text,YES,null
public,jalapeno_instagram_posts,26,retry_count,integer,NO,0
public,jalapeno_instagram_posts,27,last_attempt_at,timestamp with time zone,YES,null
public,jalapeno_instagram_posts,28,cost_estimate,numeric,YES,null
public,jalapeno_instagram_posts,29,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_instagram_posts,30,created_at,timestamp with time zone,NO,now()
public,jalapeno_instagram_posts,31,updated_at,timestamp with time zone,NO,now()
public,jalapeno_instagram_posts,32,video_asset_id,uuid,YES,null
public,jalapeno_instagram_posts,33,video_url,text,YES,null
public,jalapeno_instagram_posts,34,media_kind,text,YES,null
public,jalapeno_instagram_posts,35,media_source,text,YES,null
public,jalapeno_instagram_posts,36,storage_path,text,YES,null
public,jalapeno_instagram_posts,37,quality_score,integer,YES,null
public,jalapeno_instagram_posts,38,image_source,text,YES,null
public,jalapeno_instagram_posts,39,image_validation_status,text,YES,null
public,jalapeno_instagram_posts,40,image_validation_reason,text,YES,null
public,jalapeno_instagram_posts,41,prompt_quality,integer,YES,null
public,jalapeno_instagram_posts,42,original_video_url,text,YES,null
public,jalapeno_instagram_posts,43,processed_video_url,text,YES,null
public,jalapeno_instagram_posts,44,original_storage_path,text,YES,null
public,jalapeno_instagram_posts,45,processed_storage_path,text,YES,null
public,jalapeno_instagram_posts,46,overlay_text,text,YES,null
public,jalapeno_instagram_posts,47,overlay_status,text,YES,null
public,jalapeno_instagram_posts,48,overlay_error,text,YES,null
public,jalapeno_performance_summaries,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_performance_summaries,2,generated_by_run_id,uuid,YES,null
public,jalapeno_performance_summaries,3,summary_type,text,NO,null
public,jalapeno_performance_summaries,4,period_start,timestamp with time zone,NO,null
public,jalapeno_performance_summaries,5,period_end,timestamp with time zone,NO,null
public,jalapeno_performance_summaries,6,summary,jsonb,NO,'{}'::jsonb
public,jalapeno_performance_summaries,7,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_candidates,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_post_candidates,2,run_id,uuid,NO,null
public,jalapeno_post_candidates,3,candidate_number,integer,YES,null
public,jalapeno_post_candidates,4,post_type,text,YES,null
public,jalapeno_post_candidates,5,idea,text,YES,null
public,jalapeno_post_candidates,6,reasoning,text,YES,null
public,jalapeno_post_candidates,7,caption,text,YES,null
public,jalapeno_post_candidates,8,hashtags,ARRAY,YES,null
public,jalapeno_post_candidates,9,image_prompt,text,YES,null
public,jalapeno_post_candidates,10,image_storage_path,text,YES,null
public,jalapeno_post_candidates,11,image_url,text,YES,null
public,jalapeno_post_candidates,12,raw_text_prompt,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,13,raw_image_prompt,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,14,raw_ai_response,jsonb,NO,'{}'::jsonb
public,jalapeno_post_candidates,15,engagement_prediction,numeric,YES,null
public,jalapeno_post_candidates,16,uniqueness_score,numeric,YES,null
public,jalapeno_post_candidates,17,brand_alignment_score,numeric,YES,null
public,jalapeno_post_candidates,18,humor_score,numeric,YES,null
public,jalapeno_post_candidates,19,quality_score,numeric,YES,null
public,jalapeno_post_candidates,20,duplicate_score,numeric,YES,null
public,jalapeno_post_candidates,21,overall_score,numeric,YES,null
public,jalapeno_post_candidates,22,selected,boolean,NO,false
public,jalapeno_post_candidates,23,rejection_reason,text,YES,null
public,jalapeno_post_candidates,24,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_candidates,25,updated_at,timestamp with time zone,NO,now()
public,jalapeno_post_metrics,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_post_metrics,2,post_id,uuid,NO,null
public,jalapeno_post_metrics,3,instagram_media_id,text,YES,null
public,jalapeno_post_metrics,4,likes,integer,YES,null
public,jalapeno_post_metrics,5,comments,integer,YES,null
public,jalapeno_post_metrics,6,shares,integer,YES,null
public,jalapeno_post_metrics,7,saves,integer,YES,null
public,jalapeno_post_metrics,8,reach,integer,YES,null
public,jalapeno_post_metrics,9,impressions,integer,YES,null
public,jalapeno_post_metrics,10,profile_visits,integer,YES,null
public,jalapeno_post_metrics,11,follows,integer,YES,null
public,jalapeno_post_metrics,12,engagement_rate,numeric,YES,null
public,jalapeno_post_metrics,13,raw_metrics,jsonb,NO,'{}'::jsonb
public,jalapeno_post_metrics,14,captured_at,timestamp with time zone,NO,now()
public,jalapeno_post_metrics,15,created_at,timestamp with time zone,NO,now()
public,jalapeno_post_metrics,16,collected_at,timestamp with time zone,YES,now()
public,jalapeno_post_metrics,17,post_age_hours,numeric,YES,null
public,jalapeno_post_metrics,18,post_age_days,numeric,YES,null
public,jalapeno_post_metrics,19,caption,text,YES,null
public,jalapeno_post_metrics,20,category,text,YES,null
public,jalapeno_post_metrics,21,prompt_template,text,YES,null
public,jalapeno_post_metrics,22,prompt_reason,text,YES,null
public,jalapeno_post_metrics,23,image_prompt,text,YES,null
public,jalapeno_post_metrics,24,image_style,text,YES,null
public,jalapeno_post_metrics,25,hashtags,ARRAY,NO,ARRAY[]::text[]
public,jalapeno_post_metrics,26,cta_type,text,YES,null
public,jalapeno_post_metrics,27,generation_model,text,YES,null
public,jalapeno_post_metrics,28,image_model,text,YES,null
public,jalapeno_post_metrics,29,cost_metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_post_metrics,30,published_at,timestamp with time zone,YES,null
public,jalapeno_post_metrics,31,state,jsonb,YES,null
public,jalapeno_post_metrics,32,restaurant,jsonb,YES,null
public,jalapeno_post_metrics,33,topic,text,YES,null
public,jalapeno_post_metrics,34,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_post_metrics,35,video_asset_id,uuid,YES,null
public,jalapeno_post_metrics,36,caption_type,text,YES,null
public,jalapeno_post_metrics,37,video_style,text,YES,null
public,jalapeno_post_metrics,38,media_source,text,YES,null
public,jalapeno_post_metrics,39,storage_path,text,YES,null
public,jalapeno_posts,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_posts,2,run_id,uuid,NO,null
public,jalapeno_posts,3,candidate_id,uuid,YES,null
public,jalapeno_posts,4,post_type,text,YES,null
public,jalapeno_posts,5,chosen_idea,text,YES,null
public,jalapeno_posts,6,generated_caption,text,YES,null
public,jalapeno_posts,7,hashtags,ARRAY,YES,null
public,jalapeno_posts,8,image_prompt,text,YES,null
public,jalapeno_posts,9,image_storage_path,text,YES,null
public,jalapeno_posts,10,image_url,text,YES,null
public,jalapeno_posts,11,scheduled_for,timestamp with time zone,YES,null
public,jalapeno_posts,12,published_at,timestamp with time zone,YES,null
public,jalapeno_posts,13,publish_status,text,NO,'drafted'::text
public,jalapeno_posts,14,instagram_media_id,text,YES,null
public,jalapeno_posts,15,instagram_permalink,text,YES,null
public,jalapeno_posts,16,retry_count,integer,NO,0
public,jalapeno_posts,17,last_publish_attempt_at,timestamp with time zone,YES,null
public,jalapeno_posts,18,publish_response,jsonb,NO,'{}'::jsonb
public,jalapeno_posts,19,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_posts,20,created_at,timestamp with time zone,NO,now()
public,jalapeno_posts,21,updated_at,timestamp with time zone,NO,now()
public,jalapeno_posts,22,media_source,text,YES,null
public,jalapeno_posts,23,video_asset_id,uuid,YES,null
public,jalapeno_posts,24,storage_path,text,YES,null
public,jalapeno_posts,25,video_url,text,YES,null
public,jalapeno_posts,26,original_video_url,text,YES,null
public,jalapeno_posts,27,processed_video_url,text,YES,null
public,jalapeno_posts,28,original_storage_path,text,YES,null
public,jalapeno_posts,29,processed_storage_path,text,YES,null
public,jalapeno_posts,30,overlay_text,text,YES,null
public,jalapeno_posts,31,overlay_status,text,YES,null
public,jalapeno_posts,32,overlay_error,text,YES,null
public,jalapeno_report_logs,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_report_logs,2,run_id,uuid,YES,null
public,jalapeno_report_logs,3,report_type,text,NO,null
public,jalapeno_report_logs,4,subject,text,NO,null
public,jalapeno_report_logs,5,body,text,NO,null
public,jalapeno_report_logs,6,period_start,timestamp with time zone,NO,null
public,jalapeno_report_logs,7,period_end,timestamp with time zone,NO,null
public,jalapeno_report_logs,8,delivery_status,text,NO,null
public,jalapeno_report_logs,9,recipient,text,YES,null
public,jalapeno_report_logs,10,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_report_logs,11,created_at,timestamp with time zone,NO,now()
public,jalapeno_runs,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_runs,2,run_id,uuid,NO,null
public,jalapeno_runs,3,agent_name,text,NO,'jalapeno'::text
public,jalapeno_runs,4,agent_version,text,YES,null
public,jalapeno_runs,5,workflow_version,text,YES,null
public,jalapeno_runs,6,prompt_version,text,YES,null
public,jalapeno_runs,7,git_commit,text,YES,null
public,jalapeno_runs,8,environment,text,YES,null
public,jalapeno_runs,9,trigger_source,text,YES,null
public,jalapeno_runs,10,post_type,text,YES,null
public,jalapeno_runs,11,status,text,NO,null
public,jalapeno_runs,12,dry_run,boolean,NO,true
public,jalapeno_runs,13,started_at,timestamp with time zone,NO,now()
public,jalapeno_runs,14,completed_at,timestamp with time zone,YES,null
public,jalapeno_runs,15,duration_ms,integer,YES,null
public,jalapeno_runs,16,total_candidates,integer,NO,0
public,jalapeno_runs,17,selected_candidate_id,uuid,YES,null
public,jalapeno_runs,18,model_name,text,YES,null
public,jalapeno_runs,19,image_model_name,text,YES,null
public,jalapeno_runs,20,prompt_tokens,integer,YES,null
public,jalapeno_runs,21,completion_tokens,integer,YES,null
public,jalapeno_runs,22,total_tokens,integer,YES,null
public,jalapeno_runs,23,estimated_cost,numeric,YES,null
public,jalapeno_runs,24,metadata,jsonb,NO,'{}'::jsonb
public,jalapeno_runs,25,created_at,timestamp with time zone,NO,now()
public,jalapeno_runs,26,updated_at,timestamp with time zone,NO,now()
public,jalapeno_runs,27,publish_status,text,NO,'pending'::text
public,jalapeno_runs,28,publish_failure_stage,text,YES,null
public,jalapeno_runs,29,publish_failure_reason,text,YES,null
public,jalapeno_runs,30,publish_error_code,text,YES,null
public,jalapeno_runs,31,publish_error_message,text,YES,null
public,jalapeno_runs,32,publish_retry_count,integer,NO,0
public,jalapeno_runs,33,last_publish_attempt_at,timestamp with time zone,YES,null
public,jalapeno_runs,34,published_media_id,text,YES,null
public,jalapeno_runs,35,published_permalink,text,YES,null
public,jalapeno_settings,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_settings,2,setting_key,text,NO,null
public,jalapeno_settings,3,setting_value,jsonb,NO,null
public,jalapeno_settings,4,description,text,YES,null
public,jalapeno_settings,5,is_secret,boolean,NO,false
public,jalapeno_settings,6,is_enabled,boolean,NO,true
public,jalapeno_settings,7,created_at,timestamp with time zone,NO,now()
public,jalapeno_settings,8,updated_at,timestamp with time zone,NO,now()
public,jalapeno_video_assets,1,id,uuid,NO,gen_random_uuid()
public,jalapeno_video_assets,2,storage_bucket,text,NO,'jalapeno-wing-videos'::text
public,jalapeno_video_assets,3,storage_path,text,NO,null
public,jalapeno_video_assets,4,public_url,text,YES,null
public,jalapeno_video_assets,5,style,text,YES,null
public,jalapeno_video_assets,6,caption_type,text,YES,null
public,jalapeno_video_assets,7,active,boolean,NO,true
public,jalapeno_video_assets,8,used_count,integer,NO,0
public,jalapeno_video_assets,9,last_used_at,timestamp with time zone,YES,null
public,jalapeno_video_assets,10,performance_score,numeric,YES,null
public,jalapeno_video_assets,11,notes,text,YES,null
public,jalapeno_video_assets,12,created_at,timestamp with time zone,NO,now()
public,jalapeno_video_assets,13,updated_at,timestamp with time zone,NO,now()
public,lb_total_destinations,1,total_destinations,integer,YES,null
public,lb_total_routes,1,total_routes,integer,YES,null
public,lb_user_badges_counts,1,user_id,uuid,NO,null
public,lb_user_badges_counts,2,badges_count,integer,NO,0
public,lb_user_destinations_rated,1,user_id,uuid,YES,null
public,lb_user_destinations_rated,2,distinct_destinations,bigint,YES,null
public,lb_user_routes_completed,1,user_id,uuid,YES,null
public,lb_user_routes_completed,2,completed_routes,bigint,YES,null
public,level_thresholds,1,level,integer,NO,null
public,level_thresholds,2,xp_required,integer,NO,null
public,level_thresholds,3,level_title,text,YES,null
public,onboarding_analytics,1,id,uuid,NO,gen_random_uuid()
public,onboarding_analytics,2,session_id,uuid,NO,null
public,onboarding_analytics,3,user_id,uuid,YES,null
public,onboarding_analytics,4,step,text,NO,null
public,onboarding_analytics,5,started_at,timestamp with time zone,NO,now()
public,onboarding_analytics,6,finished_at,timestamp with time zone,YES,null
public,onboarding_analytics,7,duration_ms,integer,YES,null
public,onboarding_analytics,8,state_id,integer,YES,null
public,onboarding_analytics,9,picked_destination_id,uuid,YES,null
public,onboarding_analytics,10,created_custom,boolean,NO,false
public,onboarding_analytics,11,created_account,boolean,NO,false
public,onboarding_analytics,12,skipped,boolean,NO,false
public,ratings_per_crawl_user,1,crawl_id,uuid,YES,null
public,ratings_per_crawl_user,2,user_id,uuid,YES,null
public,ratings_per_crawl_user,3,rated_count,bigint,YES,null
public,route_ordered_destinations,1,route_id,uuid,YES,null
public,route_ordered_destinations,2,destination_id,uuid,YES,null
public,route_ordered_destinations,3,stop_order,integer,YES,null
public,route_stop_counts,1,route_id,uuid,YES,null
public,route_stop_counts,2,stop_count,integer,YES,null
public,route_submissions,1,id,uuid,NO,gen_random_uuid()
public,route_submissions,2,user_id,uuid,NO,null
public,route_submissions,3,stop1,text,YES,null
public,route_submissions,4,stop2,text,YES,null
public,route_submissions,5,stop3,text,YES,null
public,route_submissions,6,stop4,text,YES,null
public,route_submissions,7,stop5,text,YES,null
public,route_submissions,8,created_at,timestamp with time zone,NO,now()
public,route_submissions,9,status,text,NO,'new'::text
public,route_travel_tag,1,id,smallint,NO,null
public,route_travel_tag,2,travel,text,NO,null
public,routes,1,id,uuid,NO,gen_random_uuid()
public,routes,2,title,text,NO,null
public,routes,3,city,text,NO,null
public,routes,4,created_by,uuid,YES,null
public,routes,5,is_public,boolean,NO,true
public,routes,6,stop1_id,uuid,YES,null
public,routes,7,stop2_id,uuid,YES,null
public,routes,8,stop3_id,uuid,YES,null
public,routes,9,stop4_id,uuid,YES,null
public,routes,10,stop5_id,uuid,YES,null
public,routes,11,created_at,timestamp with time zone,NO,now()
public,routes,12,travel_tag_id,smallint,YES,null
public,routes,13,is_token_route,boolean,NO,false
public,social_activity_reads,1,user_id,uuid,NO,null
public,social_activity_reads,2,friend_requests_seen_at,timestamp with time zone,NO,'1970-01-01 00:00:00+00'::timestamp with time zone
public,social_activity_reads,3,friend_activity_seen_at,timestamp with time zone,NO,'1970-01-01 00:00:00+00'::timestamp with time zone
public,social_activity_reads,4,updated_at,timestamp with time zone,NO,now()
public,socially_visible_crawls,1,crawl_id,uuid,YES,null
public,socially_visible_crawls,2,route_id,uuid,YES,null
public,socially_visible_crawls,3,user_id,uuid,YES,null
public,socially_visible_crawls,4,status,text,YES,null
public,socially_visible_crawls,5,start_time,timestamp with time zone,YES,null
public,socially_visible_crawls,6,end_time,timestamp with time zone,YES,null
public,socially_visible_crawls,7,crawl_type,text,YES,null
public,socially_visible_crawls,8,is_solo,boolean,YES,null
public,socially_visible_destination_ratings,1,id,uuid,YES,null
public,socially_visible_destination_ratings,2,destination_id,uuid,YES,null
public,socially_visible_destination_ratings,3,crawl_id,uuid,YES,null
public,socially_visible_destination_ratings,4,user_id,uuid,YES,null
public,socially_visible_destination_ratings,5,crispiness,smallint,YES,null
public,socially_visible_destination_ratings,6,sauce,smallint,YES,null
public,socially_visible_destination_ratings,7,meat,smallint,YES,null
public,socially_visible_destination_ratings,8,overall,smallint,YES,null
public,socially_visible_destination_ratings,9,weight_score,numeric,YES,null
public,socially_visible_destination_ratings,10,created_at,timestamp with time zone,YES,null
public,socially_visible_destination_ratings,11,tag_id,bigint,YES,null
